Date,Invoice Number,Sales Rep,Location,Status,Client Name,Client ID,Lead Source,Product ID,Product Name,Unit Price,Quantity,Gross Value,Discount,Revenue,VAT Rate,VAT Charged,Invoice Total,COGS per Unit,COGS,Shipping per Unit,Total Shipping,VAT on Shipping,VAT on Shipping Value,Profit,Profit Margin,Operating Profit,Operating Profit Margin,Margin Difference
04/06/2025,308,Sarah,Birmingham,Pending,Planetary Partners,C021,Content Outreach,P004,Data Storage Device,£70.00,3,£210.00,6%,£197.40,20%,£39.48,£236.88,£30.00,£90.00,£8.00,£24.00,20%,£4.80,£107.40,54.40%,£83.40,42.20%,12.20%
04/06/2025,472,Lisa,Manchester,Shipping,Solar Solutions,C011,Referral,P010,Standing Desk,£530.00,2,"£1,060.00",10%,£954.00,20%,£190.80,"£1,144.80",£360.00,£720.00,£60.00,£120.00,20%,£24.00,£234.00,24.50%,£114.00,11.90%,12.60%
04/06/2025,572,Mark,Manchester,Pending,Moonbeam Innovations,C005,SEO,P010,Standing Desk,£530.00,14,"£7,420.00",5%,"£7,049.00",20%,"£1,409.80","£8,458.80",£360.00,"£5,040.00",£60.00,£840.00,20%,£168.00,"£2,009.00",28.50%,"£1,169.00",16.60%,11.90%
04/06/2025,655,Mark,Liverpool,Paid,Aurora Enterprises,C010,SEO,P003,Network Switch,£130.00,17,"£2,210.00",10%,"£1,989.00",20%,£397.80,"£2,386.80",£72.00,"£1,224.00",£8.00,£136.00,20%,£27.20,£765.00,38.50%,£629.00,31.60%,6.90%
04/06/2025,689,Lisa,Sheffield,Shipping,Cosmic Creations,C008,Website,P002,Server Key,£150.00,13,"£1,950.00",10%,"£1,755.00",20%,£351.00,"£2,106.00",£80.00,"£1,040.00", £-   , £-   ,0%, £-   ,£715.00,40.70%,£715.00,40.70%,0.00%
04/07/2025,103,Daniel,Bristol,Shipping,Orion Enterprises,C015,SEO,P004,Data Storage Device,£70.00,4,£280.00,3%,£271.60,20%,£54.32,£325.92,£30.00,£120.00,£8.00,£32.00,20%,£6.40,£151.60,55.80%,£119.60,44.00%,11.80%
04/07/2025,128,Daniel,Nottingham,Paid,Infinity Innovations,C009,Referral,P006,Monitor Stand,£40.00,5,£200.00,10%,£180.00,20%,£36.00,£216.00,£24.00,£120.00,£7.00,£35.00,20%,£7.00,£60.00,33.30%,£25.00,13.90%,19.40%
04/07/2025,191,Jack,Leeds,Pending,AstroTech,C017,Referral,P003,Network Switch,£130.00,14,"£1,820.00",12%,"£1,601.60",20%,£320.32,"£1,921.92",£72.00,"£1,008.00",£8.00,£112.00,20%,£22.40,£593.60,37.10%,£481.60,30.10%,7.00%
04/07/2025,645,Jack,Liverpool,Pending,Celestial Industries,C013,Content Outreach,P009,Ergonomic Chair,£190.00,14,"£2,660.00",10%,"£2,394.00",20%,£478.80,"£2,872.80",£115.00,"£1,610.00",£45.00,£630.00,20%,£126.00,£784.00,32.70%,£154.00,6.40%,26.30%
04/07/2025,743,Sarah,Leeds,Shipping,Nova Innovations,C018,Referral,P007,Keyboard Tray,£25.00,5,£125.00,6%,£117.50,20%,£23.50,£141.00,£14.00,£70.00,£7.00,£35.00,20%,£7.00,£47.50,40.40%,£12.50,10.60%,29.80%
04/08/2025,205,Lucas,London,Paid,Supernova Solutions,C014,SEO,P002,Server Key,£150.00,15,"£2,250.00",6%,"£2,115.00",20%,£423.00,"£2,538.00",£80.00,"£1,200.00", £-   , £-   ,0%, £-   ,£915.00,43.30%,£915.00,43.30%,0.00%
04/08/2025,920,Daniel,Sheffield,Shipping,Cosmos Creations,C020,Content Outreach,P009,Ergonomic Chair,£190.00,5,£950.00,5%,£902.50,20%,£180.50,"£1,083.00",£115.00,£575.00,£45.00,£225.00,20%,£45.00,£327.50,36.30%,£102.50,11.40%,24.90%
04/08/2025,954,Daniel,Birmingham,Paid,Saturn Solutions,C022,Referral,P007,Keyboard Tray,£25.00,10,£250.00,2%,£245.00,20%,£49.00,£294.00,£14.00,£140.00,£7.00,£70.00,20%,£14.00,£105.00,42.90%,£35.00,14.30%,28.60%
04/09/2025,688,Mark,Manchester,Pending,Interstellar Enterprises,C019,Referral,P003,Network Switch,£130.00,20,"£2,600.00",8%,"£2,392.00",20%,£478.40,"£2,870.40",£72.00,"£1,440.00",£8.00,£160.00,20%,£32.00,£952.00,39.80%,£792.00,33.10%,6.70%
04/10/2025,13,Dave,Nottingham,Shipping,Moonbeam Innovations,C005,Social Media Outreach,P004,Data Storage Device,£70.00,14,£980.00,3%,£950.60,20%,£190.12,"£1,140.72",£30.00,£420.00,£8.00,£112.00,20%,£22.40,£530.60,55.80%,£418.60,44.00%,11.80%
04/10/2025,374,Mark,Brighton,Pending,Nebula Technologies,C007,SEO,P004,Data Storage Device,£70.00,2,£140.00,3%,£135.80,20%,£27.16,£162.96,£30.00,£60.00,£8.00,£16.00,20%,£3.20,£75.80,55.80%,£59.80,44.00%,11.80%
04/10/2025,581,Daniel,Sheffield,Paid,Venus Ventures,C024,SEO,P008,Cable Management Tray,£20.00,2,£40.00,9%,£36.40,20%,£7.28,£43.68,£12.00,£24.00,£6.00,£12.00,20%,£2.40,£12.40,34.10%,£0.40,1.10%,33.00%
04/10/2025,628,Alexandra,Nottingham,Pending,Nova Innovations,C018,Content Outreach,P007,Keyboard Tray,£25.00,15,£375.00,5%,£356.25,20%,£71.25,£427.50,£14.00,£210.00,£7.00,£105.00,20%,£21.00,£146.25,41.10%,£41.25,11.60%,29.50%
04/10/2025,958,Mark,Birmingham,Pending,Mercury Industries,C023,Referral,P006,Monitor Stand,£40.00,20,£800.00,5%,£760.00,20%,£152.00,£912.00,£24.00,£480.00,£7.00,£140.00,20%,£28.00,£280.00,36.80%,£140.00,18.40%,18.40%
04/11/2025,172,Jack,Nottingham,Shipping,Nova Innovations,C018,Referral,P008,Cable Management Tray,£20.00,7,£140.00,7%,£130.20,20%,£26.04,£156.24,£12.00,£84.00,£6.00,£42.00,20%,£8.40,£46.20,35.50%,£4.20,3.20%,32.30%
04/11/2025,381,Mark,Birmingham,Shipping,Orion Enterprises,C015,Events Outreach,P007,Keyboard Tray,£25.00,7,£175.00,3%,£169.75,20%,£33.95,£203.70,£14.00,£98.00,£7.00,£49.00,20%,£9.80,£71.75,42.30%,£22.75,13.40%,28.90%
04/11/2025,535,Jack,Manchester,Pending,Stellar Systems,C006,SEO,P007,Keyboard Tray,£25.00,4,£100.00,5%,£95.00,20%,£19.00,£114.00,£14.00,£56.00,£7.00,£28.00,20%,£5.60,£39.00,41.10%,£11.00,11.60%,29.50%
04/11/2025,589,Mark,Manchester,Paid,Galactic Enterprises,C003,Content Outreach,P003,Network Switch,£130.00,12,"£1,560.00",7%,"£1,450.80",20%,£290.16,"£1,740.96",£72.00,£864.00,£8.00,£96.00,20%,£19.20,£586.80,40.40%,£490.80,33.80%,6.60%
04/11/2025,803,Dave,Bristol,Shipping,Nova Innovations,C018,Referral,P008,Cable Management Tray,£20.00,5,£100.00,5%,£95.00,20%,£19.00,£114.00,£12.00,£60.00,£6.00,£30.00,20%,£6.00,£35.00,36.80%,£5.00,5.30%,31.50%
04/12/2025,734,Mark,Newcastle,Pending,Planetary Partners,C021,Social Media Outreach,P002,Server Key,£150.00,17,"£2,550.00",5%,"£2,422.50",20%,£484.50,"£2,907.00",£80.00,"£1,360.00", £-   , £-   ,0%, £-   ,"£1,062.50",43.90%,"£1,062.50",43.90%,0.00%
04/12/2025,774,Sarah,Manchester,Pending,Galactic Enterprises,C003,Referral,P001,Laptop,£220.00,1,£220.00,6%,£206.80,20%,£41.36,£248.16,£140.00,£140.00,£15.00,£15.00,20%,£3.00,£66.80,32.30%,£51.80,25.00%,7.30%
05/01/2025,475,Alexandra,Sheffield,Shipping,Cosmic Creations,C008,Referral,P009,Ergonomic Chair,£190.00,7,"£1,330.00",3%,"£1,290.10",20%,£258.02,"£1,548.12",£115.00,£805.00,£45.00,£315.00,20%,£63.00,£485.10,37.60%,£170.10,13.20%,24.40%
05/02/2025,69,Mark,Newcastle,Pending,Mercury Industries,C023,Content Outreach,P004,Data Storage Device,£70.00,14,£980.00,10%,£882.00,20%,£176.40,"£1,058.40",£30.00,£420.00,£8.00,£112.00,20%,£22.40,£462.00,52.40%,£350.00,39.70%,12.70%
05/02/2025,249,Dave,Nottingham,Shipping,Cosmic Creations,C008,SEO,P006,Monitor Stand,£40.00,4,£160.00,2%,£156.80,20%,£31.36,£188.16,£24.00,£96.00,£7.00,£28.00,20%,£5.60,£60.80,38.80%,£32.80,20.90%,17.90%
05/02/2025,824,Alexandra,Brighton,Pending,Venus Ventures,C024,Content Outreach,P010,Standing Desk,£530.00,20,"£10,600.00",8%,"£9,752.00",20%,"£1,950.40","£11,702.40",£360.00,"£7,200.00",£60.00,"£1,200.00",20%,£240.00,"£2,552.00",26.20%,"£1,352.00",13.90%,12.30%
05/02/2025,837,Lucas,Newcastle,Pending,AstroTech,C017,Referral,P005,Software License,£200.00,8,"£1,600.00",7%,"£1,488.00",20%,£297.60,"£1,785.60",£110.00,£880.00, £-   , £-   ,0%, £-   ,£608.00,40.90%,£608.00,40.90%,0.00%
05/04/2025,425,Jack,Liverpool,Pending,Infinity Innovations,C009,Referral,P005,Software License,£200.00,11,"£2,200.00",4%,"£2,112.00",20%,£422.40,"£2,534.40",£110.00,"£1,210.00", £-   , £-   ,0%, £-   ,£902.00,42.70%,£902.00,42.70%,0.00%
05/04/2025,438,Dave,Leeds,Paid,Nebula Technologies,C007,SEO,P010,Standing Desk,£530.00,3,"£1,590.00",10%,"£1,431.00",20%,£286.20,"£1,717.20",£360.00,"£1,080.00",£60.00,£180.00,20%,£36.00,£351.00,24.50%,£171.00,11.90%,12.60%
05/05/2025,211,Dave,Leeds,Paid,Mars Enterprises,C025,Referral,P009,Ergonomic Chair,£190.00,1,£190.00,10%,£171.00,20%,£34.20,£205.20,£115.00,£115.00,£45.00,£45.00,20%,£9.00,£56.00,32.70%,£11.00,6.40%,26.30%
05/05/2025,372,Jack,Leeds,Paid,Sunrise Solutions,C004,Social Media Outreach,P002,Server Key,£150.00,15,"£2,250.00",7%,"£2,092.50",20%,£418.50,"£2,511.00",£80.00,"£1,200.00", £-   , £-   ,0%, £-   ,£892.50,42.70%,£892.50,42.70%,0.00%
05/05/2025,538,Sarah,Bristol,Shipping,Stellar Systems,C006,Events Outreach,P010,Standing Desk,£530.00,15,"£7,950.00",2%,"£7,791.00",20%,"£1,558.20","£9,349.20",£360.00,"£5,400.00",£60.00,£900.00,20%,£180.00,"£2,391.00",30.70%,"£1,491.00",19.10%,11.60%
05/05/2025,678,Jack,Bristol,Paid,Nebula Technologies,C007,SEO,P003,Network Switch,£130.00,6,£780.00,3%,£756.60,20%,£151.32,£907.92,£72.00,£432.00,£8.00,£48.00,20%,£9.60,£324.60,42.90%,£276.60,36.60%,6.30%
05/05/2025,988,Alexandra,Birmingham,Paid,Mercury Industries,C023,Events Outreach,P008,Cable Management Tray,£20.00,20,£400.00,3%,£388.00,20%,£77.60,£465.60,£12.00,£240.00,£6.00,£120.00,20%,£24.00,£148.00,38.10%,£28.00,7.20%,30.90%
05/06/2025,108,Lucas,Newcastle,Shipping,Sunrise Solutions,C004,SEO,P005,Software License,£200.00,6,"£1,200.00",7%,"£1,116.00",20%,£223.20,"£1,339.20",£110.00,£660.00, £-   , £-   ,0%, £-   ,£456.00,40.90%,£456.00,40.90%,0.00%
05/06/2025,259,Lisa,Nottingham,Paid,Celestial Industries,C013,Content Outreach,P010,Standing Desk,£530.00,19,"£10,070.00",2%,"£9,868.60",20%,"£1,973.72","£11,842.32",£360.00,"£6,840.00",£60.00,"£1,140.00",20%,£228.00,"£3,028.60",30.70%,"£1,888.60",19.10%,11.60%
05/06/2025,280,Alexandra,Newcastle,Shipping,Acme Corporation,C001,SEO,P007,Keyboard Tray,£25.00,19,£475.00,2%,£465.50,20%,£93.10,£558.60,£14.00,£266.00,£7.00,£133.00,20%,£26.60,£199.50,42.90%,£66.50,14.30%,28.60%
05/06/2025,396,Alexandra,Sheffield,Paid,Moonbeam Innovations,C005,Website,P001,Laptop,£220.00,19,"£4,180.00",2%,"£4,096.40",20%,£819.28,"£4,915.68",£140.00,"£2,660.00",£15.00,£285.00,20%,£57.00,"£1,436.40",35.10%,"£1,151.40",28.10%,7.00%
05/06/2025,500,Dave,Birmingham,Pending,Mars Enterprises,C025,SEO,P007,Keyboard Tray,£25.00,10,£250.00,10%,£225.00,20%,£45.00,£270.00,£14.00,£140.00,£7.00,£70.00,20%,£14.00,£85.00,37.80%,£15.00,6.70%,31.10%
05/07/2025,299,Lisa,Sheffield,Pending,AstroTech,C017,SEO,P004,Data Storage Device,£70.00,14,£980.00,5%,£931.00,20%,£186.20,"£1,117.20",£30.00,£420.00,£8.00,£112.00,20%,£22.40,£511.00,54.90%,£399.00,42.90%,12.00%
05/07/2025,675,Sarah,Bristol,Pending,Interstellar Enterprises,C019,Events Outreach,P009,Ergonomic Chair,£190.00,14,"£2,660.00",2%,"£2,606.80",20%,£521.36,"£3,128.16",£115.00,"£1,610.00",£45.00,£630.00,20%,£126.00,£996.80,38.20%,£366.80,14.10%,24.10%
05/08/2025,81,Mark,Liverpool,Paid,Orion Enterprises,C015,Website,P004,Data Storage Device,£70.00,9,£630.00,6%,£592.20,20%,£118.44,£710.64,£30.00,£270.00,£8.00,£72.00,20%,£14.40,£322.20,54.40%,£250.20,42.20%,12.20%
05/08/2025,286,Jack,Manchester,Pending,AstroTech,C017,Referral,P006,Monitor Stand,£40.00,12,£480.00,10%,£432.00,20%,£86.40,£518.40,£24.00,£288.00,£7.00,£84.00,20%,£16.80,£144.00,33.30%,£60.00,13.90%,19.40%
05/08/2025,389,Daniel,Brighton,Shipping,Comet Corporation,C016,Website,P005,Software License,£200.00,14,"£2,800.00",7%,"£2,604.00",20%,£520.80,"£3,124.80",£110.00,"£1,540.00", £-   , £-   ,0%, £-   ,"£1,064.00",40.90%,"£1,064.00",40.90%,0.00%
05/08/2025,461,Dave,Leeds,Pending,AstroTech,C017,Content Outreach,P003,Network Switch,£130.00,7,£910.00,3%,£882.70,20%,£176.54,"£1,059.24",£72.00,£504.00,£8.00,£56.00,20%,£11.20,£378.70,42.90%,£322.70,36.60%,6.30%
05/08/2025,855,Alexandra,Brighton,Paid,Saturn Solutions,C022,Content Outreach,P004,Data Storage Device,£70.00,3,£210.00,8%,£193.20,20%,£38.64,£231.84,£30.00,£90.00,£8.00,£24.00,20%,£4.80,£103.20,53.40%,£79.20,41.00%,12.40%
05/08/2025,946,Dave,Nottingham,Shipping,Lunar Labs,C012,Events Outreach,P004,Data Storage Device,£70.00,20,"£1,400.00",8%,"£1,288.00",20%,£257.60,"£1,545.60",£30.00,£600.00,£8.00,£160.00,20%,£32.00,£688.00,53.40%,£528.00,41.00%,12.40%
05/09/2025,40,Dave,Bristol,Paid,Cosmic Creations,C008,Website,P008,Cable Management Tray,£20.00,13,£260.00,3%,£252.20,20%,£50.44,£302.64,£12.00,£156.00,£6.00,£78.00,20%,£15.60,£96.20,38.10%,£18.20,7.20%,30.90%
05/09/2025,133,Lucas,Bristol,Pending,Venus Ventures,C024,SEO,P004,Data Storage Device,£70.00,13,£910.00,3%,£882.70,20%,£176.54,"£1,059.24",£30.00,£390.00,£8.00,£104.00,20%,£20.80,£492.70,55.80%,£388.70,44.00%,11.80%
05/09/2025,304,Jack,Liverpool,Shipping,Galactic Enterprises,C003,Referral,P006,Monitor Stand,£40.00,19,£760.00,10%,£684.00,20%,£136.80,£820.80,£24.00,£456.00,£7.00,£133.00,20%,£26.60,£228.00,33.30%,£95.00,13.90%,19.40%
05/09/2025,510,Sarah,Nottingham,Shipping,Cosmos Creations,C020,Content Outreach,P006,Monitor Stand,£40.00,12,£480.00,5%,£456.00,20%,£91.20,£547.20,£24.00,£288.00,£7.00,£84.00,20%,£16.80,£168.00,36.80%,£84.00,18.40%,18.40%
05/10/2025,173,Daniel,Nottingham,Paid,Stellar Systems,C006,Referral,P001,Laptop,£220.00,1,£220.00,8%,£202.40,20%,£40.48,£242.88,£140.00,£140.00,£15.00,£15.00,20%,£3.00,£62.40,30.80%,£47.40,23.40%,7.40%
05/10/2025,301,Alexandra,Bristol,Shipping,Galactic Enterprises,C003,Events Outreach,P005,Software License,£200.00,5,"£1,000.00",4%,£960.00,20%,£192.00,"£1,152.00",£110.00,£550.00, £-   , £-   ,0%, £-   ,£410.00,42.70%,£410.00,42.70%,0.00%
05/11/2025,71,Mark,Newcastle,Shipping,Celestial Industries,C013,Content Outreach,P004,Data Storage Device,£70.00,6,£420.00,3%,£407.40,20%,£81.48,£488.88,£30.00,£180.00,£8.00,£48.00,20%,£9.60,£227.40,55.80%,£179.40,44.00%,11.80%
05/12/2025,175,Mark,Liverpool,Paid,Planetary Partners,C021,Social Media Outreach,P006,Monitor Stand,£40.00,17,£680.00,5%,£646.00,20%,£129.20,£775.20,£24.00,£408.00,£7.00,£119.00,20%,£23.80,£238.00,36.80%,£119.00,18.40%,18.40%
05/12/2025,332,Lisa,Birmingham,Pending,Orion Enterprises,C015,Social Media Outreach,P005,Software License,£200.00,15,"£3,000.00",4%,"£2,880.00",20%,£576.00,"£3,456.00",£110.00,"£1,650.00", £-   , £-   ,0%, £-   ,"£1,230.00",42.70%,"£1,230.00",42.70%,0.00%
05/12/2025,398,Sarah,Brighton,Pending,Starlight Industries,C002,Referral,P006,Monitor Stand,£40.00,6,£240.00,4%,£230.40,20%,£46.08,£276.48,£24.00,£144.00,£7.00,£42.00,20%,£8.40,£86.40,37.50%,£44.40,19.30%,18.20%
05/12/2025,595,Mark,Newcastle,Pending,Orion Enterprises,C015,Referral,P003,Network Switch,£130.00,18,"£2,340.00",8%,"£2,152.80",20%,£430.56,"£2,583.36",£72.00,"£1,296.00",£8.00,£144.00,20%,£28.80,£856.80,39.80%,£712.80,33.10%,6.70%
05/12/2025,712,Lisa,Brighton,Paid,Moonbeam Innovations,C005,SEO,P001,Laptop,£220.00,14,"£3,080.00",6%,"£2,895.20",20%,£579.04,"£3,474.24",£140.00,"£1,960.00",£15.00,£210.00,20%,£42.00,£935.20,32.30%,£725.20,25.00%,7.30%
06/01/2025,385,Dave,Manchester,Shipping,Starlight Industries,C002,Website,P003,Network Switch,£130.00,16,"£2,080.00",3%,"£2,017.60",20%,£403.52,"£2,421.12",£72.00,"£1,152.00",£8.00,£128.00,20%,£25.60,£865.60,42.90%,£737.60,36.60%,6.30%
06/01/2025,642,Jack,Brighton,Shipping,Cosmic Creations,C008,Events Outreach,P002,Server Key,£150.00,3,£450.00,4%,£432.00,20%,£86.40,£518.40,£80.00,£240.00, £-   , £-   ,0%, £-   ,£192.00,44.40%,£192.00,44.40%,0.00%
06/01/2025,659,Lucas,Leeds,Paid,Saturn Solutions,C022,Website,P010,Standing Desk,£530.00,5,"£2,650.00",5%,"£2,517.50",20%,£503.50,"£3,021.00",£360.00,"£1,800.00",£60.00,£300.00,20%,£60.00,£717.50,28.50%,£417.50,16.60%,11.90%
06/01/2025,757,Jack,Leeds,Pending,Cosmos Creations,C020,SEO,P006,Monitor Stand,£40.00,1,£40.00,3%,£38.80,20%,£7.76,£46.56,£24.00,£24.00,£7.00,£7.00,20%,£1.40,£14.80,38.10%,£7.80,20.10%,18.00%
06/02/2025,77,Mark,Birmingham,Paid,Venus Ventures,C024,SEO,P004,Data Storage Device,£70.00,8,£560.00,7%,£520.80,20%,£104.16,£624.96,£30.00,£240.00,£8.00,£64.00,20%,£12.80,£280.80,53.90%,£216.80,41.60%,12.30%
06/02/2025,459,Alexandra,Brighton,Paid,Sunrise Solutions,C004,Events Outreach,P010,Standing Desk,£530.00,5,"£2,650.00",10%,"£2,385.00",20%,£477.00,"£2,862.00",£360.00,"£1,800.00",£60.00,£300.00,20%,£60.00,£585.00,24.50%,£285.00,11.90%,12.60%
06/03/2025,298,Jack,Manchester,Shipping,AstroTech,C017,SEO,P008,Cable Management Tray,£20.00,20,£400.00,6%,£376.00,20%,£75.20,£451.20,£12.00,£240.00,£6.00,£120.00,20%,£24.00,£136.00,36.20%,£16.00,4.30%,31.90%
06/03/2025,670,Dave,Leeds,Paid,Sunrise Solutions,C004,SEO,P006,Monitor Stand,£40.00,13,£520.00,6%,£488.80,20%,£97.76,£586.56,£24.00,£312.00,£7.00,£91.00,20%,£18.20,£176.80,36.20%,£85.80,17.60%,18.60%
06/03/2025,881,Sarah,Brighton,Pending,Infinity Innovations,C009,Events Outreach,P002,Server Key,£150.00,18,"£2,700.00",3%,"£2,619.00",20%,£523.80,"£3,142.80",£80.00,"£1,440.00", £-   , £-   ,0%, £-   ,"£1,179.00",45.00%,"£1,179.00",45.00%,0.00%
06/05/2025,92,Alexandra,Nottingham,Paid,Acme Corporation,C001,SEO,P001,Laptop,£220.00,7,"£1,540.00",6%,"£1,447.60",20%,£289.52,"£1,737.12",£140.00,£980.00,£15.00,£105.00,20%,£21.00,£467.60,32.30%,£362.60,25.00%,7.30%
06/05/2025,176,Sarah,Nottingham,Paid,Starlight Industries,C002,Content Outreach,P008,Cable Management Tray,£20.00,6,£120.00,5%,£114.00,20%,£22.80,£136.80,£12.00,£72.00,£6.00,£36.00,20%,£7.20,£42.00,36.80%,£6.00,5.30%,31.50%
06/05/2025,234,Daniel,London,Paid,Aurora Enterprises,C010,SEO,P001,Laptop,£220.00,3,£660.00,7%,£613.80,20%,£122.76,£736.56,£140.00,£420.00,£15.00,£45.00,20%,£9.00,£193.80,31.60%,£148.80,24.20%,7.40%
06/05/2025,768,Sarah,Birmingham,Paid,Orion Enterprises,C015,SEO,P006,Monitor Stand,£40.00,8,£320.00,2%,£313.60,20%,£62.72,£376.32,£24.00,£192.00,£7.00,£56.00,20%,£11.20,£121.60,38.80%,£65.60,20.90%,17.90%
06/05/2025,840,Jack,Bristol,Paid,Mars Enterprises,C025,Events Outreach,P006,Monitor Stand,£40.00,6,£240.00,5%,£228.00,20%,£45.60,£273.60,£24.00,£144.00,£7.00,£42.00,20%,£8.40,£84.00,36.80%,£42.00,18.40%,18.40%
06/06/2025,20,Lucas,Nottingham,Paid,Mercury Industries,C023,Events Outreach,P001,Laptop,£220.00,10,"£2,200.00",5%,"£2,090.00",20%,£418.00,"£2,508.00",£140.00,"£1,400.00",£15.00,£150.00,20%,£30.00,£690.00,33.00%,£540.00,25.80%,7.20%
06/06/2025,287,Dave,Brighton,Paid,Galactic Enterprises,C003,SEO,P007,Keyboard Tray,£25.00,11,£275.00,5%,£261.25,20%,£52.25,£313.50,£14.00,£154.00,£7.00,£77.00,20%,£15.40,£107.25,41.10%,£30.25,11.60%,29.50%
06/06/2025,365,Sarah,London,Paid,Nebula Technologies,C007,Website,P004,Data Storage Device,£70.00,10,£700.00,2%,£686.00,20%,£137.20,£823.20,£30.00,£300.00,£8.00,£80.00,20%,£16.00,£386.00,56.30%,£306.00,44.60%,11.70%
06/07/2025,48,Jack,London,Paid,Galactic Enterprises,C003,Events Outreach,P006,Monitor Stand,£40.00,11,£440.00,7%,£409.20,20%,£81.84,£491.04,£24.00,£264.00,£7.00,£77.00,20%,£15.40,£145.20,35.50%,£68.20,16.70%,18.80%
06/07/2025,317,Jack,Liverpool,Shipping,Aurora Enterprises,C010,Referral,P009,Ergonomic Chair,£190.00,7,"£1,330.00",10%,"£1,197.00",20%,£239.40,"£1,436.40",£115.00,£805.00,£45.00,£315.00,20%,£63.00,£392.00,32.70%,£77.00,6.40%,26.30%
06/08/2025,135,Daniel,Bristol,Paid,Solar Solutions,C011,Social Media Outreach,P008,Cable Management Tray,£20.00,18,£360.00,2%,£352.80,20%,£70.56,£423.36,£12.00,£216.00,£6.00,£108.00,20%,£21.60,£136.80,38.80%,£28.80,8.20%,30.60%
06/08/2025,791,Alexandra,Brighton,Shipping,Mars Enterprises,C025,SEO,P004,Data Storage Device,£70.00,9,£630.00,8%,£579.60,20%,£115.92,£695.52,£30.00,£270.00,£8.00,£72.00,20%,£14.40,£309.60,53.40%,£237.60,41.00%,12.40%
06/09/2025,142,Sarah,Newcastle,Paid,Planetary Partners,C021,SEO,P002,Server Key,£150.00,11,"£1,650.00",8%,"£1,518.00",20%,£303.60,"£1,821.60",£80.00,£880.00, £-   , £-   ,0%, £-   ,£638.00,42.00%,£638.00,42.00%,0.00%
06/09/2025,485,Lisa,Liverpool,Shipping,Stellar Systems,C006,Referral,P006,Monitor Stand,£40.00,1,£40.00,5%,£38.00,20%,£7.60,£45.60,£24.00,£24.00,£7.00,£7.00,20%,£1.40,£14.00,36.80%,£7.00,18.40%,18.40%
06/10/2025,224,Dave,Sheffield,Paid,Nebula Technologies,C007,Content Outreach,P009,Ergonomic Chair,£190.00,13,"£2,470.00",10%,"£2,223.00",20%,£444.60,"£2,667.60",£115.00,"£1,495.00",£45.00,£585.00,20%,£117.00,£728.00,32.70%,£143.00,6.40%,26.30%
06/10/2025,591,Sarah,Bristol,Pending,Starlight Industries,C002,SEO,P002,Server Key,£150.00,3,£450.00,3%,£436.50,20%,£87.30,£523.80,£80.00,£240.00, £-   , £-   ,0%, £-   ,£196.50,45.00%,£196.50,45.00%,0.00%
06/10/2025,760,Lisa,Sheffield,Pending,Planetary Partners,C021,Content Outreach,P008,Cable Management Tray,£20.00,10,£200.00,8%,£184.00,20%,£36.80,£220.80,£12.00,£120.00,£6.00,£60.00,20%,£12.00,£64.00,34.80%,£4.00,2.20%,32.60%
06/10/2025,886,Mark,Brighton,Paid,Venus Ventures,C024,Content Outreach,P008,Cable Management Tray,£20.00,14,£280.00,8%,£257.60,20%,£51.52,£309.12,£12.00,£168.00,£6.00,£84.00,20%,£16.80,£89.60,34.80%,£5.60,2.20%,32.60%
06/11/2025,630,Sarah,Liverpool,Pending,Aurora Enterprises,C010,Referral,P001,Laptop,£220.00,14,"£3,080.00",3%,"£2,987.60",20%,£597.52,"£3,585.12",£140.00,"£1,960.00",£15.00,£210.00,20%,£42.00,"£1,027.60",34.40%,£817.60,27.40%,7.00%
06/11/2025,713,Jack,Nottingham,Paid,Cosmos Creations,C020,Content Outreach,P006,Monitor Stand,£40.00,14,£560.00,7%,£520.80,20%,£104.16,£624.96,£24.00,£336.00,£7.00,£98.00,20%,£19.60,£184.80,35.50%,£86.80,16.70%,18.80%
06/12/2025,158,Sarah,Nottingham,Pending,Venus Ventures,C024,Website,P004,Data Storage Device,£70.00,20,"£1,400.00",5%,"£1,330.00",20%,£266.00,"£1,596.00",£30.00,£600.00,£8.00,£160.00,20%,£32.00,£730.00,54.90%,£570.00,42.90%,12.00%
06/12/2025,180,Dave,Nottingham,Pending,Venus Ventures,C024,Content Outreach,P004,Data Storage Device,£70.00,6,£420.00,10%,£378.00,20%,£75.60,£453.60,£30.00,£180.00,£8.00,£48.00,20%,£9.60,£198.00,52.40%,£150.00,39.70%,12.70%
